FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_PREV;ID
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-08-01;200403,82;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-09-01;303587,25;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-10-01;456518,37;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-11-01;201150,42;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-12-01;143284,64;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-01-01;142552,50;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-02-01;100760,49;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-03-01;97904,49;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-04-01;159797,86;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-05-01;46955,66;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-06-01;91725,68;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-07-01;149621,44;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-08-01;83341,95;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-09-01;92031,74;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-10-01;126864,10;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-11-01;79554,26;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;2027-12-01;75817,79;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-01-01;1702,71;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-02-01;1367,80;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-03-01;1422,65;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-04-01;1808,88;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-05-01;896,85;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-06-01;1271,77;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-07-01;1642,14;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-08-01;1166,95;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-09-01;1228,62;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-10-01;1541,08;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-11-01;1136,58;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;2027-12-01;1170,82;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-01-01;154180,40;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-02-01;111694,53;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-03-01;109696,43;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-04-01;172947,44;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-05-01;55273,86;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-06-01;102046,59;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-07-01;160262,41;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-08-01;92513,78;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-09-01;101858,71;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-10-01;137601,75;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-11-01;88383,84;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;2027-12-01;87348,76;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-01-01;92,80;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-02-01;102,43;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-03-01;102,00;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-04-01;104,45;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-05-01;97,18;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-06-01;97,53;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-07-01;99,00;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-08-01;98,38;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-09-01;102,25;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-10-01;97,46;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-11-01;95,56;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;2027-12-01;101,28;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-01-01;51,64;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|JAN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-02-01;65,53;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|FEV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-03-01;63,88;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|MAR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-04-01;65,50;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|ABR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-05-01;56,82;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|MAI27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-06-01;55,91;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|JUN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-07-01;57,56;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|JUL27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-08-01;57,96;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|AGO27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-09-01;62,92;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|SET27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-10-01;55,56;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|OUT27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-11-01;50,59;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|NOV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;2027-12-01;59,72;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO|DEZ27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-01-01;2506,53;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-02-01;3074,80;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-03-01;3058,95;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-04-01;3175,38;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-05-01;2750,83;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-06-01;2729,73;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-07-01;2793,34;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-08-01;2819,54;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-09-01;2967,85;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-10-01;2726,36;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-11-01;2608,84;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2027-12-01;2845,24;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-01-01;83430,63;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-02-01;97200,88;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-03-01;96993,28;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-04-01;98941,21;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-05-01;90159,91;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-06-01;89389,28;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-07-01;89577,91;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-08-01;90140,28;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-09-01;91853,16;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-10-01;90002,59;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-11-01;86545,13;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2027-12-01;92191,19;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO|DEZ27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-01-01;6273,03;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|JAN27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-02-01;7089,96;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|FEV27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-03-01;6750,06;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|MAR27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-04-01;7044,51;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|ABR27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-05-01;6126,57;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|MAI27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-06-01;7179,11;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|JUN27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-07-01;7122,84;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|JUL27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-08-01;6395,06;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|AGO27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-09-01;6927,65;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|SET27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-10-01;7238,65;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|OUT27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-11-01;7326,69;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|NOV27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;2027-12-01;7658,09;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO|DEZ27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-01-01;881,85;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|JAN27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-02-01;996,58;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|FEV27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-03-01;1008,78;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|MAR27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-04-01;1027,22;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|ABR27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-05-01;869,09;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|MAI27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-06-01;1028,20;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|JUN27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-07-01;979,16;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|JUL27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-08-01;916,08;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|AGO27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-09-01;974,67;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|SET27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-10-01;1028,29;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|OUT27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-11-01;1015,11;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|NOV27
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;2027-12-01;1096,05;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO|DEZ27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;1089,73;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JAN27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;1168,39;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|FEV27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;597,94;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;651,37;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|ABR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;527,46;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAI27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;996,18;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JUN27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;597,32;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JUL27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;515,71;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|AGO27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;909,42;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|SET27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;965,07;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|OUT27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;696,67;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|NOV27
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;1005,20;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|DEZ27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;35460,33;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JAN27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;38241,83;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|FEV27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;40289,41;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;39287,58;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|ABR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;34236,96;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAI27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;34150,55;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JUN27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;34207,65;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JUL27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;36077,29;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|AGO27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;37929,98;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|SET27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;34278,13;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|OUT27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;33281,02;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|NOV27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;31508,99;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|DEZ27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;642,44;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JAN27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;275,11;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|FEV27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;1017,76;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;499,69;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|ABR27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;133,60;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|MAI27
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;278,53;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA|JUN27
