FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_PREV;ID
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-04-01;1760,63;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|ABR27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-05-01;1722,95;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|MAI27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-06-01;1832,47;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|JUN27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-07-01;1773,13;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|JUL27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-08-01;1660,71;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|AGO27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-09-01;1701,81;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|SET27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-10-01;1659,43;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|OUT27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-11-01;1571,61;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|NOV27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;ATACADO;2027-12-01;1843,70;CENTRO OESTE|31 - CPVC ULTRATERM|ATACADO|DEZ27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-01-01;791,23;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|JAN27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-02-01;917,94;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|FEV27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-03-01;894,48;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|MAR27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-04-01;895,46;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|ABR27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-05-01;866,51;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|MAI27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-06-01;955,80;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|JUN27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-07-01;919,41;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|JUL27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-08-01;834,69;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|AGO27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-09-01;869,96;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|SET27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-10-01;845,36;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|OUT27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-11-01;786,78;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|NOV27
31 - CPVC ULTRATERM;CENTRO OESTE;CO NO;VAREJO;2027-12-01;996,22;CENTRO OESTE|31 - CPVC ULTRATERM|VAREJO|DEZ27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;1354,98;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;1387,26;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;1411,61;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;1434,33;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;1442,60;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;1464,47;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;1503,15;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;1503,36;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;1520,40;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;1562,08;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;1575,99;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;1584,36;CONSTR CENTRO OESTE|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;2507,97;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;2406,10;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;2369,49;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;2718,10;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;2471,76;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;2125,77;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;2052,06;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;3254,18;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;2130,10;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;3271,93;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;2010,67;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;2189,01;CONSTR NORDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;395,17;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;395,54;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;395,91;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;396,28;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;396,65;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;397,02;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;397,39;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;397,75;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;398,12;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;398,49;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;398,86;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;399,23;CONSTR NORTE|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-01-01;684,76;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-02-01;764,78;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-03-01;658,48;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-04-01;701,67;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-05-01;662,89;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-06-01;666,33;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-07-01;669,72;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-08-01;775,28;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-09-01;653,47;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-10-01;854,86;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-11-01;695,80;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2027-12-01;677,50;CONSTR SAO PAULO|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-01-01;2,07;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|JAN27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-02-01;2,04;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|FEV27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-03-01;2,01;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|MAR27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-04-01;2,00;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|ABR27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-05-01;1,98;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|MAI27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-06-01;1,96;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|JUN27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-07-01;1,95;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|JUL27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-08-01;1,93;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|AGO27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-09-01;1,92;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|SET27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-10-01;1,91;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|OUT27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-11-01;1,90;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|NOV27
31 - CPVC ULTRATERM;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2027-12-01;1,89;CONSTR SAO PAULO|31 - CPVC ULTRATERM|OUTROS|DEZ27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-01-01;1760,00;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-02-01;2253,24;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-03-01;1992,69;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-04-01;2515,64;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-05-01;1840,69;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-06-01;2188,29;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-07-01;2188,25;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-08-01;2355,06;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-09-01;2257,25;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-10-01;2357,86;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-11-01;2251,60;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2027-12-01;2200,88;CONSTR SUDESTE|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-01-01;2919,04;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|JAN27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-02-01;3992,72;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|FEV27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-03-01;2668,91;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|MAR27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-04-01;2704,58;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|ABR27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-05-01;2198,44;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|MAI27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-06-01;3230,55;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|JUN27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-07-01;3460,30;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|JUL27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-08-01;4159,28;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|AGO27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-09-01;2939,95;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|SET27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-10-01;3603,51;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|OUT27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-11-01;3049,38;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|NOV27
31 - CPVC ULTRATERM;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-12-01;3095,80;CONSTR SUL|31 - CPVC ULTRATERM|CONSTRUTORA|DEZ27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-01-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|JAN27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-02-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|FEV27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-03-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|MAR27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-04-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|ABR27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-05-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|MAI27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-06-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|JUN27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-07-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|JUL27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-08-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|AGO27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-09-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|SET27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-10-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|OUT27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-11-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|NOV27
31 - CPVC ULTRATERM;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-12-01;0,00;EXPORTACAO|31 - CPVC ULTRATERM|EXPORTACAO|DEZ27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-01-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|JAN27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-02-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|FEV27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-03-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|MAR27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-04-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|ABR27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-05-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|MAI27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-06-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|JUN27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-07-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|JUL27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-08-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|AGO27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-09-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|SET27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-10-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|OUT27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-11-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|NOV27
31 - CPVC ULTRATERM;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-12-01;9,02;IRRIGACAO 1|31 - CPVC ULTRATERM|IRRIGACAO|DEZ27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-01-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|JAN27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-02-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|FEV27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-03-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|MAR27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-04-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|ABR27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-05-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|MAI27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-06-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|JUN27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-07-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|JUL27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-08-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|AGO27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-09-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|SET27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-10-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|OUT27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-11-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|NOV27
31 - CPVC ULTRATERM;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-12-01;13,61;IRRIGACAO 2|31 - CPVC ULTRATERM|IRRIGACAO|DEZ27
31 - CPVC ULTRATERM;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-01-01;9737,95;MINAS GERAIS|31 - CPVC ULTRATERM|ATACADO|JAN27
31 - CPVC ULTRATERM;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-02-01;9787,96;MINAS GERAIS|31 - CPVC ULTRATERM|ATACADO|FEV27
31 - CPVC ULTRATERM;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-03-01;9826,83;MINAS GERAIS|31 - CPVC ULTRATERM|ATACADO|MAR27
31 - CPVC ULTRATERM;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-04-01;9861,40;MINAS GERAIS|31 - CPVC ULTRATERM|ATACADO|ABR27
31 - CPVC ULTRATERM;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-05-01;9893,17;MINAS GERAIS|31 - CPVC ULTRATERM|ATACADO|MAI27
